dataset,condition,seed,corruption,severity,clean_bacc,corrupted_bacc,corrupted_error,BE,rBE,rBE_valid,alexnet_error,rBE_denominator
pneumonia,scratch,4,contrast_up,3,0.8111111111111111,0.8713675213675214,0.12863247863247862,1.3390134529147988,,False,0.09529914529914527,-0.005555555555555564
pneumonia,scratch,4,contrast_up,4,0.8111111111111111,0.885042735042735,0.11495726495726499,1.3390134529147988,,False,0.09529914529914527,-0.005555555555555564
pneumonia,scratch,4,contrast_up,5,0.8111111111111111,0.8918803418803418,0.10811965811965818,1.3390134529147988,,False,0.09529914529914527,-0.005555555555555564
pneumonia,pretrained,0,contrast_down,1,0.9098290598290598,0.9068376068376068,0.09316239316239316,0.7674586033117351,0.673967459324155,True,0.23743589743589744,0.1365811965811966
pneumonia,pretrained,0,contrast_down,2,0.9098290598290598,0.8833333333333333,0.1166666666666667,0.7674586033117351,0.673967459324155,True,0.23743589743589744,0.1365811965811966
pneumonia,pretrained,0,contrast_down,3,0.9098290598290598,0.8512820512820514,0.14871794871794863,0.7674586033117351,0.673967459324155,True,0.23743589743589744,0.1365811965811966
pneumonia,pretrained,0,contrast_down,4,0.9098290598290598,0.8042735042735043,0.1957264957264957,0.7674586033117351,0.673967459324155,True,0.23743589743589744,0.1365811965811966
pneumonia,pretrained,0,contrast_down,5,0.9098290598290598,0.6431623931623931,0.3568376068376069,0.7674586033117351,0.673967459324155,True,0.23743589743589744,0.1365811965811966
pneumonia,pretrained,1,contrast_down,1,0.8713675213675214,0.847008547008547,0.152991452991453,1.073794096472282,0.9249061326658322,True,0.23743589743589744,0.1365811965811966
pneumonia,pretrained,1,contrast_down,2,0.8713675213675214,0.811965811965812,0.18803418803418803,1.073794096472282,0.9249061326658322,True,0.23743589743589744,0.1365811965811966
pneumonia,pretrained,1,contrast_down,3,0.8713675213675214,0.7777777777777778,0.2222222222222222,1.073794096472282,0.9249061326658322,True,0.23743589743589744,0.1365811965811966
pneumonia,pretrained,1,contrast_down,4,0.8713675213675214,0.7243589743589743,0.27564102564102566,1.073794096472282,0.9249061326658322,True,0.23743589743589744,0.1365811965811966
pneumonia,pretrained,1,contrast_down,5,0.8713675213675214,0.5641025641025641,0.4358974358974359,1.073794096472282,0.9249061326658322,True,0.23743589743589744,0.1365811965811966
pneumonia,pretrained,2,contrast_down,1,0.8833333333333333,0.8726495726495727,0.12735042735042734,0.9280057595392369,0.7590738423028783,True,0.23743589743589744,0.1365811965811966
pneumonia,pretrained,2,contrast_down,2,0.8833333333333333,0.8547008547008548,0.14529914529914523,0.9280057595392369,0.7590738423028783,True,0.23743589743589744,0.1365811965811966
pneumonia,pretrained,2,contrast_down,3,0.8833333333333333,0.8205128205128205,0.17948717948717952,0.9280057595392369,0.7590738423028783,True,0.23743589743589744,0.1365811965811966
pneumonia,pretrained,2,contrast_down,4,0.8833333333333333,0.7735042735042735,0.22649572649572647,0.9280057595392369,0.7590738423028783,True,0.23743589743589744,0.1365811965811966
pneumonia,pretrained,2,contrast_down,5,0.8833333333333333,0.5769230769230769,0.42307692307692313,0.9280057595392369,0.7590738423028783,True,0.23743589743589744,0.1365811965811966
pneumonia,pretrained,3,contrast_down,1,0.9055555555555556,0.9017094017094017,0.09829059829059827,0.7973362131029518,0.6946182728410512,True,0.23743589743589744,0.1365811965811966
pneumonia,pretrained,3,contrast_down,2,0.9055555555555556,0.8739316239316239,0.12606837606837606,0.7973362131029518,0.6946182728410512,True,0.23743589743589744,0.1365811965811966
pneumonia,pretrained,3,contrast_down,3,0.9055555555555556,0.8504273504273504,0.1495726495726496,0.7973362131029518,0.6946182728410512,True,0.23743589743589744,0.1365811965811966
pneumonia,pretrained,3,contrast_down,4,0.9055555555555556,0.8034188034188035,0.19658119658119655,0.7973362131029518,0.6946182728410512,True,0.23743589743589744,0.1365811965811966
pneumonia,pretrained,3,contrast_down,5,0.9055555555555556,0.6239316239316239,0.37606837606837606,0.7973362131029518,0.6946182728410512,True,0.23743589743589744,0.1365811965811966
pneumonia,pretrained,4,contrast_down,1,0.8747863247863248,0.861965811965812,0.138034188034188,0.8833693304535635,0.6188986232790984,True,0.23743589743589744,0.1365811965811966
